Model,Pipeline,Feature,Feature_Type,AUC_Drop,Base_AUC
HeteroGATv2,No Balancing,IDH1,Gene,0.2576384839650145,0.8778425655976676
HeteroGATv2,No Balancing,TP53,Gene,-0.004271137026239135,0.8778425655976676
HeteroGATv2,No Balancing,ATRX,Gene,0.030320699708454746,0.8778425655976676
HeteroGATv2,No Balancing,PTEN,Gene,0.0004227405247812954,0.8778425655976676
HeteroGATv2,No Balancing,EGFR,Gene,-0.0006122448979592132,0.8778425655976676
HeteroGATv2,No Balancing,CIC,Gene,0.03590379008746354,0.8778425655976676
HeteroGATv2,No Balancing,MUC16,Gene,0.0015889212827987942,0.8778425655976676
HeteroGATv2,No Balancing,PIK3CA,Gene,0.0038046647230320363,0.8778425655976676
HeteroGATv2,No Balancing,NF1,Gene,-0.005626822157434453,0.8778425655976676
HeteroGATv2,No Balancing,PIK3R1,Gene,-0.012026239067055433,0.8778425655976676
HeteroGATv2,No Balancing,FUBP1,Gene,0.0029154518950436858,0.8778425655976676
HeteroGATv2,No Balancing,RB1,Gene,-0.005014577259475295,0.8778425655976676
HeteroGATv2,No Balancing,NOTCH1,Gene,0.018192419825072838,0.8778425655976676
HeteroGATv2,No Balancing,BCOR,Gene,-0.010262390670553966,0.8778425655976676
HeteroGATv2,No Balancing,CSMD3,Gene,0.0014723032069970609,0.8778425655976676
HeteroGATv2,No Balancing,SMARCA4,Gene,0.0004810495626821565,0.8778425655976676
HeteroGATv2,No Balancing,GRIN2A,Gene,-0.0026676384839650403,0.8778425655976676
HeteroGATv2,No Balancing,IDH2,Gene,0.006822157434402254,0.8778425655976676
HeteroGATv2,No Balancing,FAT4,Gene,-0.0044897959183673895,0.8778425655976676
HeteroGATv2,No Balancing,PDGFRA,Gene,-0.00265306122448985,0.8778425655976676
HeteroGATv2,No Balancing,Age_at_diagnosis,Clinical,0.019023323615160313,0.8778425655976676
HeteroGATv2,No Balancing,Gender,Clinical,-0.006472303206997132,0.8778425655976676
HeteroGATv2,No Balancing,Race,Clinical,-0.001720116618075862,0.8778425655976676
HeteroGATv2,SMOTE,IDH1,Gene,0.3061807580174928,0.9196793002915452
HeteroGATv2,SMOTE,TP53,Gene,0.020466472303207008,0.9196793002915452
HeteroGATv2,SMOTE,ATRX,Gene,0.028556851311953357,0.9196793002915452
HeteroGATv2,SMOTE,PTEN,Gene,0.007069970845481055,0.9196793002915452
HeteroGATv2,SMOTE,EGFR,Gene,0.008892128279883404,0.9196793002915452
HeteroGATv2,SMOTE,CIC,Gene,0.015014577259475238,0.9196793002915452
HeteroGATv2,SMOTE,MUC16,Gene,0.0015597667638483804,0.9196793002915452
HeteroGATv2,SMOTE,PIK3CA,Gene,0.011253644314868794,0.9196793002915452
HeteroGATv2,SMOTE,NF1,Gene,-0.0008017492711369755,0.9196793002915452
HeteroGATv2,SMOTE,PIK3R1,Gene,0.005189504373177856,0.9196793002915452
HeteroGATv2,SMOTE,FUBP1,Gene,0.0056122448979591955,0.9196793002915452
HeteroGATv2,SMOTE,RB1,Gene,0.0005976676384839896,0.9196793002915452
HeteroGATv2,SMOTE,NOTCH1,Gene,0.020699708454810496,0.9196793002915452
HeteroGATv2,SMOTE,BCOR,Gene,-0.0011078717201166044,0.9196793002915452
HeteroGATv2,SMOTE,CSMD3,Gene,0.0017055393586005718,0.9196793002915452
HeteroGATv2,SMOTE,SMARCA4,Gene,0.0010641399416909559,0.9196793002915452
HeteroGATv2,SMOTE,GRIN2A,Gene,0.0015597667638484248,0.9196793002915452
HeteroGATv2,SMOTE,IDH2,Gene,0.007040816326530641,0.9196793002915452
HeteroGATv2,SMOTE,FAT4,Gene,-0.0009037900874635185,0.9196793002915452
HeteroGATv2,SMOTE,PDGFRA,Gene,0.0001603498542274151,0.9196793002915452
HeteroGATv2,SMOTE,Age_at_diagnosis,Clinical,0.04653061224489798,0.9196793002915452
HeteroGATv2,SMOTE,Gender,Clinical,0.005335276967930047,0.9196793002915452
HeteroGATv2,SMOTE,Race,Clinical,0.0008600583090379143,0.9196793002915452
HeteroGATv2,CTGAN,IDH1,Gene,0.08908163265306115,0.9142857142857143
HeteroGATv2,CTGAN,TP53,Gene,0.0035276967930028768,0.9142857142857143
HeteroGATv2,CTGAN,ATRX,Gene,0.003586005830903749,0.9142857142857143
HeteroGATv2,CTGAN,PTEN,Gene,0.018862973760932912,0.9142857142857143
HeteroGATv2,CTGAN,EGFR,Gene,0.0043731778425655675,0.9142857142857143
HeteroGATv2,CTGAN,CIC,Gene,0.02556851311953349,0.9142857142857143
HeteroGATv2,CTGAN,MUC16,Gene,0.004723032069970823,0.9142857142857143
HeteroGATv2,CTGAN,PIK3CA,Gene,0.0056559766763848215,0.9142857142857143
HeteroGATv2,CTGAN,NF1,Gene,-0.002011661807580234,0.9142857142857143
HeteroGATv2,CTGAN,PIK3R1,Gene,0.0035276967930028768,0.9142857142857143
HeteroGATv2,CTGAN,FUBP1,Gene,0.001603498542274029,0.9142857142857143
HeteroGATv2,CTGAN,RB1,Gene,0.0074489795918366904,0.9142857142857143
HeteroGATv2,CTGAN,NOTCH1,Gene,0.0007871720116617742,0.9142857142857143
HeteroGATv2,CTGAN,BCOR,Gene,-0.00037900874635574675,0.9142857142857143
HeteroGATv2,CTGAN,CSMD3,Gene,0.001034985422740531,0.9142857142857143
HeteroGATv2,CTGAN,SMARCA4,Gene,0.0012827988338191987,0.9142857142857143
HeteroGATv2,CTGAN,GRIN2A,Gene,0.002376093294460624,0.9142857142857143
HeteroGATv2,CTGAN,IDH2,Gene,0.0038046647230320476,0.9142857142857143
HeteroGATv2,CTGAN,FAT4,Gene,0.0013994169096209653,0.9142857142857143
HeteroGATv2,CTGAN,PDGFRA,Gene,0.005743440233236119,0.9142857142857143
HeteroGATv2,CTGAN,Age_at_diagnosis,Clinical,0.06931486880466467,0.9142857142857143
HeteroGATv2,CTGAN,Gender,Clinical,-0.0019825072886297756,0.9142857142857143
HeteroGATv2,CTGAN,Race,Clinical,0.0020262390670553686,0.9142857142857143
HeteroGATv2,ROS,IDH1,Gene,0.2507142857142858,0.9036443148688047
HeteroGATv2,ROS,TP53,Gene,0.0014139941690962331,0.9036443148688047
HeteroGATv2,ROS,ATRX,Gene,0.0020408163265306146,0.9036443148688047
HeteroGATv2,ROS,PTEN,Gene,0.002959183673469401,0.9036443148688047
HeteroGATv2,ROS,EGFR,Gene,0.001574344023323626,0.9036443148688047
HeteroGATv2,ROS,CIC,Gene,0.009402332361516063,0.9036443148688047
HeteroGATv2,ROS,MUC16,Gene,0.0015743440233236372,0.9036443148688047
HeteroGATv2,ROS,PIK3CA,Gene,0.0024927113702624014,0.9036443148688047
HeteroGATv2,ROS,NF1,Gene,-0.007288629737609287,0.9036443148688047
HeteroGATv2,ROS,PIK3R1,Gene,7.288629737610686e-05,0.9036443148688047
HeteroGATv2,ROS,FUBP1,Gene,0.0018950437317784342,0.9036443148688047
HeteroGATv2,ROS,RB1,Gene,-0.0010787172011661461,0.9036443148688047
HeteroGATv2,ROS,NOTCH1,Gene,0.004591836734693888,0.9036443148688047
HeteroGATv2,ROS,BCOR,Gene,-0.007725947521865883,0.9036443148688047
HeteroGATv2,ROS,CSMD3,Gene,0.0010349854227405641,0.9036443148688047
HeteroGATv2,ROS,SMARCA4,Gene,0.000801749271137031,0.9036443148688047
HeteroGATv2,ROS,GRIN2A,Gene,-0.0018658892128279648,0.9036443148688047
HeteroGATv2,ROS,IDH2,Gene,0.0059912536443149315,0.9036443148688047
HeteroGATv2,ROS,FAT4,Gene,-0.001486880466472318,0.9036443148688047
HeteroGATv2,ROS,PDGFRA,Gene,-0.0032215743440233368,0.9036443148688047
HeteroGATv2,ROS,Age_at_diagnosis,Clinical,0.018615160349854255,0.9036443148688047
HeteroGATv2,ROS,Gender,Clinical,0.003513119533527731,0.9036443148688047
HeteroGATv2,ROS,Race,Clinical,0.0015306122448979775,0.9036443148688047
MOGAT,No Balancing,IDH1,Gene,0.2872740524781342,0.9091836734693879
MOGAT,No Balancing,TP53,Gene,0.012580174927113807,0.9091836734693879
MOGAT,No Balancing,ATRX,Gene,0.027259475218659013,0.9091836734693879
MOGAT,No Balancing,PTEN,Gene,0.003542274052478256,0.9091836734693879
MOGAT,No Balancing,EGFR,Gene,0.0038046647230321807,0.9091836734693879
MOGAT,No Balancing,CIC,Gene,0.018206997084548204,0.9091836734693879
MOGAT,No Balancing,MUC16,Gene,0.0024927113702624903,0.9091836734693879
MOGAT,No Balancing,PIK3CA,Gene,0.01002915451895059,0.9091836734693879
MOGAT,No Balancing,NF1,Gene,-0.001734693877550908,0.9091836734693879
MOGAT,No Balancing,PIK3R1,Gene,-0.0007142857142855785,0.9091836734693879
MOGAT,No Balancing,FUBP1,Gene,0.004314868804664851,0.9091836734693879
MOGAT,No Balancing,RB1,Gene,-0.0012682215743439196,0.9091836734693879
MOGAT,No Balancing,NOTCH1,Gene,0.02978134110787183,0.9091836734693879
MOGAT,No Balancing,BCOR,Gene,-0.005743440233236019,0.9091836734693879
MOGAT,No Balancing,CSMD3,Gene,0.0019533527696794064,0.9091836734693879
MOGAT,No Balancing,SMARCA4,Gene,0.001253644314868907,0.9091836734693879
MOGAT,No Balancing,GRIN2A,Gene,0.0038338192419826167,0.9091836734693879
MOGAT,No Balancing,IDH2,Gene,0.007317784256559845,0.9091836734693879
MOGAT,No Balancing,FAT4,Gene,-0.0012390670553934836,0.9091836734693879
MOGAT,No Balancing,PDGFRA,Gene,-0.00046647230320688847,0.9091836734693879
MOGAT,No Balancing,Age_at_diagnosis,Clinical,0.024752186588921376,0.9091836734693879
MOGAT,No Balancing,Gender,Clinical,-0.0013119533527695792,0.9091836734693879
MOGAT,No Balancing,Race,Clinical,0.003498542274052585,0.9091836734693879
MOGAT,SMOTE,IDH1,Gene,0.2579154518950438,0.889795918367347
MOGAT,SMOTE,TP53,Gene,0.008163265306122469,0.889795918367347
MOGAT,SMOTE,ATRX,Gene,0.03440233236151604,0.889795918367347
MOGAT,SMOTE,PTEN,Gene,0.01155976676384839,0.889795918367347
MOGAT,SMOTE,EGFR,Gene,0.0031924198250728895,0.889795918367347
MOGAT,SMOTE,CIC,Gene,0.013265306122448995,0.889795918367347
MOGAT,SMOTE,MUC16,Gene,-0.007827988338192416,0.889795918367347
MOGAT,SMOTE,PIK3CA,Gene,0.005728862973760951,0.889795918367347
MOGAT,SMOTE,NF1,Gene,-0.0018513119533527522,0.889795918367347
MOGAT,SMOTE,PIK3R1,Gene,0.0015014577259475192,0.889795918367347
MOGAT,SMOTE,FUBP1,Gene,8.746355685130824e-05,0.889795918367347
MOGAT,SMOTE,RB1,Gene,0.000962099125364424,0.889795918367347
MOGAT,SMOTE,NOTCH1,Gene,0.023556851311953352,0.889795918367347
MOGAT,SMOTE,BCOR,Gene,-0.005145772594752162,0.889795918367347
MOGAT,SMOTE,CSMD3,Gene,0.007303206997084555,0.889795918367347
MOGAT,SMOTE,SMARCA4,Gene,-0.0015889212827988163,0.889795918367347
MOGAT,SMOTE,GRIN2A,Gene,-0.0005830903790087327,0.889795918367347
MOGAT,SMOTE,IDH2,Gene,0.008411078717201158,0.889795918367347
MOGAT,SMOTE,FAT4,Gene,-0.0009475218658891893,0.889795918367347
MOGAT,SMOTE,PDGFRA,Gene,0.0022303206997084544,0.889795918367347
MOGAT,SMOTE,Age_at_diagnosis,Clinical,0.03782798833819243,0.889795918367347
MOGAT,SMOTE,Gender,Clinical,0.0038775510204081655,0.889795918367347
MOGAT,SMOTE,Race,Clinical,0.0007142857142857339,0.889795918367347
MOGAT,CTGAN,IDH1,Gene,0.13084548104956278,0.9043731778425657
MOGAT,CTGAN,TP53,Gene,0.003163265306122509,0.9043731778425657
MOGAT,CTGAN,ATRX,Gene,-0.0011516034985422307,0.9043731778425657
MOGAT,CTGAN,PTEN,Gene,0.010685131195335318,0.9043731778425657
MOGAT,CTGAN,EGFR,Gene,0.004227405247813476,0.9043731778425657
MOGAT,CTGAN,CIC,Gene,0.012580174927113752,0.9043731778425657
MOGAT,CTGAN,MUC16,Gene,0.00043731778425663,0.9043731778425657
MOGAT,CTGAN,PIK3CA,Gene,0.008556851311953394,0.9043731778425657
MOGAT,CTGAN,NF1,Gene,-0.004314868804664673,0.9043731778425657
MOGAT,CTGAN,PIK3R1,Gene,0.0013411078717201596,0.9043731778425657
MOGAT,CTGAN,FUBP1,Gene,0.0036880466472303695,0.9043731778425657
MOGAT,CTGAN,RB1,Gene,0.0021428571428571907,0.9043731778425657
MOGAT,CTGAN,NOTCH1,Gene,0.00040816326530616063,0.9043731778425657
MOGAT,CTGAN,BCOR,Gene,-0.0005102040816325926,0.9043731778425657
MOGAT,CTGAN,CSMD3,Gene,0.002113702623906766,0.9043731778425657
MOGAT,CTGAN,SMARCA4,Gene,0.0017346938775510746,0.9043731778425657
MOGAT,CTGAN,GRIN2A,Gene,0.002900874635568584,0.9043731778425657
MOGAT,CTGAN,IDH2,Gene,0.003396501457725953,0.9043731778425657
MOGAT,CTGAN,FAT4,Gene,0.0003206997084548746,0.9043731778425657
MOGAT,CTGAN,PDGFRA,Gene,0.0009620991253644795,0.9043731778425657
MOGAT,CTGAN,Age_at_diagnosis,Clinical,0.07274052478134117,0.9043731778425657
MOGAT,CTGAN,Gender,Clinical,0.0004810495626822564,0.9043731778425657
MOGAT,CTGAN,Race,Clinical,0.00421282798833823,0.9043731778425657
MOGAT,ROS,IDH1,Gene,0.3020845481049562,0.9176384839650146
MOGAT,ROS,TP53,Gene,0.015349854227405268,0.9176384839650146
MOGAT,ROS,ATRX,Gene,0.017230320699708458,0.9176384839650146
MOGAT,ROS,PTEN,Gene,0.0057288629737609065,0.9176384839650146
MOGAT,ROS,EGFR,Gene,0.005116618075801727,0.9176384839650146
MOGAT,ROS,CIC,Gene,0.014723032069970821,0.9176384839650146
MOGAT,ROS,MUC16,Gene,0.002696793002915465,0.9176384839650146
MOGAT,ROS,PIK3CA,Gene,0.014810495626822195,0.9176384839650146
MOGAT,ROS,NF1,Gene,-0.002871720116618082,0.9176384839650146
MOGAT,ROS,PIK3R1,Gene,2.915451895042498e-05,0.9176384839650146
MOGAT,ROS,FUBP1,Gene,0.0037172011661807613,0.9176384839650146
MOGAT,ROS,RB1,Gene,-0.0023032069970845394,0.9176384839650146
MOGAT,ROS,NOTCH1,Gene,0.021909620991253598,0.9176384839650146
MOGAT,ROS,BCOR,Gene,-0.0032507288629737953,0.9176384839650146
MOGAT,ROS,CSMD3,Gene,0.0014868804664722845,0.9176384839650146
MOGAT,ROS,SMARCA4,Gene,0.0008017492711370533,0.9176384839650146
MOGAT,ROS,GRIN2A,Gene,0.0017055393586005829,0.9176384839650146
MOGAT,ROS,IDH2,Gene,0.010072886297376071,0.9176384839650146
MOGAT,ROS,FAT4,Gene,-0.0017492711370262204,0.9176384839650146
MOGAT,ROS,PDGFRA,Gene,-0.0001457725947522026,0.9176384839650146
MOGAT,ROS,Age_at_diagnosis,Clinical,0.03297376093294459,0.9176384839650146
MOGAT,ROS,Gender,Clinical,0.0013119533527696681,0.9176384839650146
MOGAT,ROS,Race,Clinical,0.0042857142857143146,0.9176384839650146
HyperTMO,No Balancing,IDH1,Gene,0.006661807580174817,0.8300291545189503
HyperTMO,No Balancing,TP53,Gene,-0.001180758017492789,0.8300291545189503
HyperTMO,No Balancing,ATRX,Gene,-0.0024927113702625015,0.8300291545189503
HyperTMO,No Balancing,PTEN,Gene,-0.0003498542274053551,0.8300291545189503
HyperTMO,No Balancing,EGFR,Gene,-0.0054081632653062315,0.8300291545189503
HyperTMO,No Balancing,CIC,Gene,0.0016763848396500135,0.8300291545189503
HyperTMO,No Balancing,MUC16,Gene,-0.0004227405247814398,0.8300291545189503
HyperTMO,No Balancing,PIK3CA,Gene,-0.0017055393586006718,0.8300291545189503
HyperTMO,No Balancing,NF1,Gene,-0.0011224489795919723,0.8300291545189503
HyperTMO,No Balancing,PIK3R1,Gene,0.0009766763848395698,0.8300291545189503
HyperTMO,No Balancing,FUBP1,Gene,0.0004373177842564968,0.8300291545189503
HyperTMO,No Balancing,RB1,Gene,-0.0009475218658893336,0.8300291545189503
HyperTMO,No Balancing,NOTCH1,Gene,-0.0006122448979592798,0.8300291545189503
HyperTMO,No Balancing,BCOR,Gene,0.001413994169096089,0.8300291545189503
HyperTMO,No Balancing,CSMD3,Gene,0.00020408163265294154,0.8300291545189503
HyperTMO,No Balancing,SMARCA4,Gene,0.001413994169096089,0.8300291545189503
HyperTMO,No Balancing,GRIN2A,Gene,-0.0005393586005832285,0.8300291545189503
HyperTMO,No Balancing,IDH2,Gene,2.915451895036947e-05,0.8300291545189503
HyperTMO,No Balancing,FAT4,Gene,-0.0005393586005832174,0.8300291545189503
HyperTMO,No Balancing,PDGFRA,Gene,-7.288629737619567e-05,0.8300291545189503
HyperTMO,No Balancing,Age_at_diagnosis,Clinical,0.3000145772594751,0.8300291545189503
HyperTMO,No Balancing,Gender,Clinical,0.0036588921282797783,0.8300291545189503
HyperTMO,No Balancing,Race,Clinical,0.009475218658892004,0.8300291545189503
HyperTMO,SMOTE,IDH1,Gene,0.013177842565597741,0.8282798833819243
HyperTMO,SMOTE,TP53,Gene,0.0011370262390671293,0.8282798833819243
HyperTMO,SMOTE,ATRX,Gene,0.001078717201166235,0.8282798833819243
HyperTMO,SMOTE,PTEN,Gene,0.0005539358600583743,0.8282798833819243
HyperTMO,SMOTE,EGFR,Gene,-0.0007871720116617742,0.8282798833819243
HyperTMO,SMOTE,CIC,Gene,-0.000626822157434348,0.8282798833819243
HyperTMO,SMOTE,MUC16,Gene,-0.002769679300291472,0.8282798833819243
HyperTMO,SMOTE,PIK3CA,Gene,-0.005247813411078661,0.8282798833819243
HyperTMO,SMOTE,NF1,Gene,-0.0032215743440232704,0.8282798833819243
HyperTMO,SMOTE,PIK3R1,Gene,0.002230320699708521,0.8282798833819243
HyperTMO,SMOTE,FUBP1,Gene,-4.3731778425626365e-05,0.8282798833819243
HyperTMO,SMOTE,RB1,Gene,-0.004460641399416832,0.8282798833819243
HyperTMO,SMOTE,NOTCH1,Gene,-0.0007142857142856896,0.8282798833819243
HyperTMO,SMOTE,BCOR,Gene,-0.0027113702623906112,0.8282798833819243
HyperTMO,SMOTE,CSMD3,Gene,-0.0013119533527696458,0.8282798833819243
HyperTMO,SMOTE,SMARCA4,Gene,-0.0005830903790087106,0.8282798833819243
HyperTMO,SMOTE,GRIN2A,Gene,-0.0017346938775509857,0.8282798833819243
HyperTMO,SMOTE,IDH2,Gene,-0.00023323615160345535,0.8282798833819243
HyperTMO,SMOTE,FAT4,Gene,-0.0009037900874635185,0.8282798833819243
HyperTMO,SMOTE,PDGFRA,Gene,-0.0006413994169095604,0.8282798833819243
HyperTMO,SMOTE,Age_at_diagnosis,Clinical,0.2993002915451896,0.8282798833819243
HyperTMO,SMOTE,Gender,Clinical,0.0028571428571429027,0.8282798833819243
HyperTMO,SMOTE,Race,Clinical,-4.373177842560416e-05,0.8282798833819243
HyperTMO,CTGAN,IDH1,Gene,0.012696793002915475,0.8271137026239067
HyperTMO,CTGAN,TP53,Gene,0.003411078717201177,0.8271137026239067
HyperTMO,CTGAN,ATRX,Gene,0.0003206997084548413,0.8271137026239067
HyperTMO,CTGAN,PTEN,Gene,0.005568513119533514,0.8271137026239067
HyperTMO,CTGAN,EGFR,Gene,0.003586005830903782,0.8271137026239067
HyperTMO,CTGAN,CIC,Gene,0.0032215743440233147,0.8271137026239067
HyperTMO,CTGAN,MUC16,Gene,0.00240524781341106,0.8271137026239067
HyperTMO,CTGAN,PIK3CA,Gene,-0.004110787172011676,0.8271137026239067
HyperTMO,CTGAN,NF1,Gene,0.00018950437317785118,0.8271137026239067
HyperTMO,CTGAN,PIK3R1,Gene,0.005758017492711376,0.8271137026239067
HyperTMO,CTGAN,FUBP1,Gene,0.0009183673469388087,0.8271137026239067
HyperTMO,CTGAN,RB1,Gene,-0.00276967930029155,0.8271137026239067
HyperTMO,CTGAN,NOTCH1,Gene,-0.0011953352769679126,0.8271137026239067
HyperTMO,CTGAN,BCOR,Gene,-0.001034985422740542,0.8271137026239067
HyperTMO,CTGAN,CSMD3,Gene,-0.0032361516034985272,0.8271137026239067
HyperTMO,CTGAN,SMARCA4,Gene,0.003075801749271112,0.8271137026239067
HyperTMO,CTGAN,GRIN2A,Gene,-0.0001603498542274373,0.8271137026239067
HyperTMO,CTGAN,IDH2,Gene,0.0010787172011661906,0.8271137026239067
HyperTMO,CTGAN,FAT4,Gene,-0.0015597667638484359,0.8271137026239067
HyperTMO,CTGAN,PDGFRA,Gene,-0.0027842565597667513,0.8271137026239067
HyperTMO,CTGAN,Age_at_diagnosis,Clinical,0.3060058309037901,0.8271137026239067
HyperTMO,CTGAN,Gender,Clinical,0.0003498542274052441,0.8271137026239067
HyperTMO,CTGAN,Race,Clinical,0.0016180758017492857,0.8271137026239067
HyperTMO,ROS,IDH1,Gene,0.01969387755102032,0.836734693877551
HyperTMO,ROS,TP53,Gene,0.007434402332361434,0.836734693877551
HyperTMO,ROS,ATRX,Gene,0.005758017492711276,0.836734693877551
HyperTMO,ROS,PTEN,Gene,0.005043731778425609,0.836734693877551
HyperTMO,ROS,EGFR,Gene,0.0036880466472302585,0.836734693877551
HyperTMO,ROS,CIC,Gene,0.002682215743440186,0.836734693877551
HyperTMO,ROS,MUC16,Gene,0.0007288629737608687,0.836734693877551
HyperTMO,ROS,PIK3CA,Gene,-0.0010932944606414808,0.836734693877551
HyperTMO,ROS,NF1,Gene,-0.0005247813411079716,0.836734693877551
HyperTMO,ROS,PIK3R1,Gene,0.0042419825072886105,0.836734693877551
HyperTMO,ROS,FUBP1,Gene,0.0008309037900874339,0.836734693877551
HyperTMO,ROS,RB1,Gene,-0.0021282798833820006,0.836734693877551
HyperTMO,ROS,NOTCH1,Gene,4.373177842563747e-05,0.836734693877551
HyperTMO,ROS,BCOR,Gene,-0.0001895043731778623,0.836734693877551
HyperTMO,ROS,CSMD3,Gene,0.00021865889212828725,0.836734693877551
HyperTMO,ROS,SMARCA4,Gene,0.00013119533527692351,0.836734693877551
HyperTMO,ROS,GRIN2A,Gene,-0.0003061224489796288,0.836734693877551
HyperTMO,ROS,IDH2,Gene,0.0005976676384839563,0.836734693877551
HyperTMO,ROS,FAT4,Gene,0.0008892128279882949,0.836734693877551
HyperTMO,ROS,PDGFRA,Gene,0.0008746355685131157,0.836734693877551
HyperTMO,ROS,Age_at_diagnosis,Clinical,0.3069825072886297,0.836734693877551
HyperTMO,ROS,Gender,Clinical,0.008841107871720044,0.836734693877551
HyperTMO,ROS,Race,Clinical,0.006472303206996999,0.836734693877551
RGCN,No Balancing,IDH1,Gene,0.005233236151603626,0.814723032069971
RGCN,No Balancing,TP53,Gene,0.002448979591836864,0.814723032069971
RGCN,No Balancing,ATRX,Gene,0.005845481049562817,0.814723032069971
RGCN,No Balancing,PTEN,Gene,0.0024052478134112044,0.814723032069971
RGCN,No Balancing,EGFR,Gene,-0.0010641399416908115,0.814723032069971
RGCN,No Balancing,CIC,Gene,0.003279883381924331,0.814723032069971
RGCN,No Balancing,MUC16,Gene,0.0021137026239068215,0.814723032069971
RGCN,No Balancing,PIK3CA,Gene,0.0033965014577260868,0.814723032069971
RGCN,No Balancing,NF1,Gene,0.001384839650145897,0.814723032069971
RGCN,No Balancing,PIK3R1,Gene,0.0009037900874636629,0.814723032069971
RGCN,No Balancing,FUBP1,Gene,-0.0005393586005830065,0.814723032069971
RGCN,No Balancing,RB1,Gene,-0.0018804664723030772,0.814723032069971
RGCN,No Balancing,NOTCH1,Gene,-0.0003061224489794512,0.814723032069971
RGCN,No Balancing,BCOR,Gene,-0.001763848396501322,0.814723032069971
RGCN,No Balancing,CSMD3,Gene,-0.00017492711370250546,0.814723032069971
RGCN,No Balancing,SMARCA4,Gene,-0.0003206997084546748,0.814723032069971
RGCN,No Balancing,GRIN2A,Gene,0.0014139941690963665,0.814723032069971
RGCN,No Balancing,IDH2,Gene,-0.000422740524781251,0.814723032069971
RGCN,No Balancing,FAT4,Gene,-1.4577259475090365e-05,0.814723032069971
RGCN,No Balancing,PDGFRA,Gene,-8.746355685119722e-05,0.814723032069971
RGCN,No Balancing,Age_at_diagnosis,Clinical,0.30568513119533547,0.814723032069971
RGCN,No Balancing,Gender,Clinical,0.009125364431486992,0.814723032069971
RGCN,No Balancing,Race,Clinical,0.015481049562682347,0.814723032069971
RGCN,SMOTE,IDH1,Gene,-0.0036734693877551127,0.8166180758017493
RGCN,SMOTE,TP53,Gene,-0.002696793002915421,0.8166180758017493
RGCN,SMOTE,ATRX,Gene,-0.005772594752186588,0.8166180758017493
RGCN,SMOTE,PTEN,Gene,-0.001793002915451891,0.8166180758017493
RGCN,SMOTE,EGFR,Gene,-0.0017201166180757955,0.8166180758017493
RGCN,SMOTE,CIC,Gene,-0.0003061224489795733,0.8166180758017493
RGCN,SMOTE,MUC16,Gene,-0.0043148688046646955,0.8166180758017493
RGCN,SMOTE,PIK3CA,Gene,0.0021428571428571686,0.8166180758017493
RGCN,SMOTE,NF1,Gene,-0.0022594752186588796,0.8166180758017493
RGCN,SMOTE,PIK3R1,Gene,-0.001457725947521893,0.8166180758017493
RGCN,SMOTE,FUBP1,Gene,-0.0001895043731778401,0.8166180758017493
RGCN,SMOTE,RB1,Gene,-0.0018950437317784119,0.8166180758017493
RGCN,SMOTE,NOTCH1,Gene,-0.00010204081632650964,0.8166180758017493
RGCN,SMOTE,BCOR,Gene,-0.002157434402332359,0.8166180758017493
RGCN,SMOTE,CSMD3,Gene,-0.0001603498542273596,0.8166180758017493
RGCN,SMOTE,SMARCA4,Gene,-0.004358600583090355,0.8166180758017493
RGCN,SMOTE,GRIN2A,Gene,-0.0026384839650145818,0.8166180758017493
